,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
629,Asterix and the Vikings,9642,6.0,250,10.297,2006,Stefan Fjeldmark,male,0,0
630,Leap Year,25195,6.6,691,10.297,2010,Anand Tucker,male,29922472,19000000
631,The Babadook,242224,6.5,2682,10.293,2014,Jennifer Kent,female,6676471,2000000
632,Silver Linings Playbook,82693,7.0,6260,10.29,2012,David O. Russell,male,236412453,21000000
633,The Lost Bladesman,62977,6.5,50,10.29,2011,Felix Chong,male,0,0
634,Warsaw 44,293982,6.7,83,10.285,2014,Jan Komasa,male,0,6700000
635,Maximum Risk,10861,5.4,146,10.282,1996,Ringo Lam,male,51702483,25000000
636,Brooklyn,167073,7.3,1590,10.28,2015,John Crowley,male,62076141,11000000
637,Popeye,11335,5.2,208,10.279,1980,Robert Altman,male,0,20000000
638,The Kids Are All Right,39781,6.6,701,10.279,2010,Lisa Cholodenko,female,34705850,3500000
639,The Choice,330483,6.9,773,10.279,2016,Ross Katz,male,18730891,10000000
640,All About Eve,705,8.2,517,10.278,1950,Joseph L. Mankiewicz,male,63463,1400000
641,American Gangster,4982,7.5,2042,10.276,2007,Ridley Scott,male,266465037,100000000
642,Smokin' Aces 2: Assassins' Ball,29564,5.4,114,10.274,2010,P.J. Pesce,male,0,8000000
643,Ghostbusters II,2978,6.4,1614,10.266,1989,Ivan Reitman,male,215394738,37000000
644,The Pirates! In an Adventure with Scientists!,72197,6.4,470,10.263,2012,Peter Lord,male,118338361,60000000
645,The Elephant Man,1955,8.0,1079,10.261,1980,David Lynch,male,26010864,5000000
646,8MM,8224,6.1,654,10.261,1999,Joel Schumacher,male,96618699,40000000
647,Presumed Innocent,11092,6.7,214,10.258,1990,Alan J. Pakula,male,221303188,22000000
648,Along Came Polly,5966,5.8,1112,10.256,2004,John Hamburg,male,171963386,42000000
649,The Triplets of Belleville,9662,7.3,335,10.253,2003,Sylvain Chomet,male,1477676,8000000
650,Barbie: The Princess & The Popstar,129533,6.1,97,10.253,2012,Ezekiel Norton,male,0,0
651,Lions for Lambs,4515,6.1,310,10.252,2007,Robert Redford,male,63215872,35000000
652,Coherence,220289,7.3,947,10.252,2013,James Ward Byrkit,male,102617,0
653,Uchu Sentai Kyuranger vs. Space Squad,504897,0.0,0,10.251,2018,Koichi Sakamoto,male,0,0
654,The Dictator,76493,5.9,2363,10.251,2012,Larry Charles,male,179379533,65000000
655,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,6.0,357,10.25,1991,Michael Pressman,male,78000000,25000000
656,I Could Never Be Your Woman,15019,5.8,140,10.25,2007,Amy Heckerling,female,9576495,24000000
657,The Forbidden Kingdom,1729,6.4,627,10.248,2008,Rob Minkoff,male,127906624,55000000
658,Piranha 3D,43593,5.3,800,10.248,2010,Alexandre Aja,male,83188165,24000000
659,The Chronicles of Narnia: The Silver Chair,145225,0.0,0,10.247,2019,Joe Johnston,male,0,0
660,The Pink Panther,936,7.0,339,10.246,1963,Blake Edwards,male,10878107,0
661,One Piece Film: GOLD,374205,7.3,101,10.244,2016,Hiroaki Miyamoto,male,66207073,0
662,Adventureland,16614,6.4,992,10.243,2009,Greg Mottola,male,17164377,9500000
663,Lupin the Third vs. Detective Conan,46033,6.8,37,10.243,2009,Hajime Kamegaki,male,0,0
664,By the Sea,314385,5.3,221,10.242,2015,Angelina Jolie,female,3727746,10000000
665,Jason Goes to Hell: The Final Friday,10285,4.2,264,10.241,1993,Adam Marcus,male,15938065,3000000
666,The Grey,75174,6.5,1908,10.241,2012,Joe Carnahan,male,77278331,25000000
667,Tinker Tailor Soldier Spy,49517,6.7,1144,10.24,2011,Tomas Alfredson,male,80630608,30000000
668,Every Which Way but Loose,15417,6.3,156,10.237,1978,James Fargo,male,85,5
669,The Rage: Carrie 2,7341,5.0,118,10.236,1999,Katt Shea,female,17762705,21000000
670,Man on a Ledge,49527,6.3,1212,10.235,2012,Asger Leth,male,46221189,42000000
671,1941,11519,5.7,206,10.233,1979,Steven Spielberg,male,31755742,35000000
672,The Gods Must Be Crazy II,11937,6.4,125,10.233,1989,Jamie Uys,,0,0
673,Blindspotting,489930,0.0,0,10.232,2018,Carlos López Estrada,male,0,0
674,Munich,612,7.1,976,10.23,2005,Steven Spielberg,male,130358911,70000000
675,Pride and Prejudice and Zombies,58431,5.6,912,10.229,2016,Burr Steers,male,16374328,28000000
676,Love Happens,25643,5.8,272,10.228,2009,Brandon Camp,male,36133014,18000000
677,Adventures in Babysitting,14367,6.7,219,10.226,1987,Chris Columbus,male,34368475,0
678,Mulan II,12242,6.2,739,10.225,2004,Darrell Rooney,male,0,0
679,Stuck in Love,111969,7.3,957,10.223,2012,Josh Boone,male,81071,0
680,30 Minutes or Less,62206,5.6,676,10.222,2011,Ruben Fleischer,male,40547440,28000000
681,The Outsider,199928,6.2,152,10.22,2018,Martin Zandvliet,male,0,0
682,21 Grams,470,7.3,1263,10.218,2003,Alejandro González Iñárritu,male,60427839,20000000
683,The French Connection,1051,7.5,580,10.218,1971,William Friedkin,male,41158757,1800000
684,Nayak: The Real Hero,33457,7.0,32,10.214,2001,S. Shankar,female,0,0
685,"Roman J. Israel, Esq.",413362,5.9,290,10.213,2017,Dan Gilroy,male,11942780,22000000
686,Wolf Children,110420,8.2,741,10.212,2012,Mamoru Hosoda,,0,0
687,Ra.One,41517,5.4,111,10.211,2011,Anubhav Sinha,male,0,0
688,Asterix and the Big Fight,11625,6.4,195,10.21,1989,Philippe Grimond,male,0,0
689,Sissi: The Young Empress,458,7.1,134,10.207,1956,Ernst Marischka,male,0,0
690,Runner Runner,146238,5.6,652,10.207,2013,Brad Furman,male,62616646,30000000
691,Kadhal Azhivathillai,66215,5.0,1,10.205,2002,T. Rajendar,,0,0
692,S.W.A.T.,9257,5.9,996,10.203,2003,Clark Johnson,male,116643346,80000000
693,Stardust,2270,7.2,1725,10.201,2007,Matthew Vaughn,male,135560026,70000000
694,Conan the Destroyer,9610,5.9,521,10.197,1984,Richard Fleischer,male,100000000,18000000
695,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496,6.5,2144,10.196,2006,Larry Charles,male,261572744,18000000
696,The Myth,11653,6.2,117,10.195,2005,Stanley Tong,male,0,0
697,Batman,2661,6.2,294,10.192,1966,Leslie H. Martinson,female,0,1377800
698,122,512959,0.0,0,10.191,2018,Yasir Al-Yasiri,male,0,0
699,American Gigolo,2768,6.0,195,10.19,1980,Paul Schrader,male,22743674,4800000
700,Sandy Wexler,419700,5.3,171,10.19,2017,Steven Brill,male,0,0
701,U Turn,10155,6.6,241,10.187,1997,Oliver Stone,male,6682098,19000000
702,The Legend of Bagger Vance,4958,6.5,354,10.184,2000,Robert Redford,male,39459427,80000000
703,Jobs,115782,6.1,1423,10.184,2013,Joshua Michael Stern,male,35931410,12000000
704,The Founder,310307,7.0,1538,10.183,2016,John Lee Hancock,male,23964782,25000000
705,Woody Woodpecker,462883,6.6,76,10.182,2017,Alex Zamm,male,0,10000000
706,"Hail, Caesar!",270487,5.8,1866,10.181,2016,Joel Coen,male,63647656,22000000
707,Mommy,265177,8.3,1038,10.18,2014,Xavier Dolan,male,3494070,4900000
708,Forgive Us Our Debts,519253,6.1,79,10.179,2018,Antonio Morabito,male,0,2000000
709,Garfield: A Tail of Two Kitties,9513,5.2,725,10.178,2006,Tim Hill,male,141702264,0
710,Upside Down,58244,6.2,1387,10.178,2012,Juan Diego Solanas,male,8106475,60000000
711,That's My Boy,87428,5.5,613,10.176,2012,Sean Anders,male,58058367,70000000
712,Under the Skin,97370,6.0,1454,10.176,2014,Jonathan Glazer,male,5380251,13300000
713,Tales from Earthsea,37933,6.5,377,10.175,2006,Goro Miyazaki,male,68000000,22000000
714,Beethoven,11806,5.5,673,10.174,1992,Brian Levant,male,147214049,0
715,Let Me In,41402,6.7,879,10.174,2010,Matt Reeves,male,24145613,20000000
716,Ultraviolet,9920,4.9,606,10.173,2006,Kurt Wimmer,male,31070211,30000000
717,This Is 40,89492,5.7,1065,10.173,2012,Judd Apatow,male,88058786,35000000
718,Grave Encounters 2,134366,5.4,349,10.172,2012,John Poliquin,male,0,0
719,Prince of Darkness,8852,6.8,264,10.171,1987,John Carpenter,male,14182492,3000000
720,The Jewel of the Nile,10303,6.1,392,10.17,1985,Lewis Teague,male,96773200,25000000
721,Cyborg,10134,5.1,210,10.168,1989,Albert Pyun,male,10166459,500000
722,Brideshead Revisited,12568,6.4,69,10.165,2008,Julian Jarrold,male,13204291,20000000
723,Lord of War,1830,7.2,1815,10.164,2005,Andrew Niccol,male,24127895,42000000
724,Be Kind Rewind,4953,6.2,569,10.163,2008,Michel Gondry,male,30600000,20000000
725,Exorcist II: The Heretic,11586,4.6,192,10.162,1977,John Boorman,male,30749142,14000000
726,Mud,103731,7.0,1335,10.162,2013,Jeff Nichols,male,21587700,10000000
727,The Tale,369523,7.5,39,10.161,2018,Jennifer Fox,female,0,0
728,Kiss of the Dragon,2140,6.5,388,10.16,2001,Chris Nahon,male,64437847,25000000
729,Immoral Tales,46581,5.6,48,10.159,1973,Walerian Borowczyk,,0,0
730,Contagion,39538,6.3,1732,10.159,2011,Steven Soderbergh,male,137551594,60000000
731,Triangle,26466,6.8,867,10.157,2009,Christopher Smith,male,260,12000000
732,Chocolat,392,6.9,1400,10.156,2000,Lasse Hallström,male,152500343,25000000
733,Good Time,429200,7.1,489,10.155,2017,Benny Safdie,male,2026499,0
734,Teen Beach Movie,177888,6.2,305,10.153,2013,Jeffrey Hornaday,male,0,0
735,Death at a Funeral,2196,6.9,695,10.152,2007,Frank Oz,male,8,9
736,Taken 2,82675,6.2,3390,10.151,2012,Olivier Megaton,male,376141306,45000000
737,Underground,11902,7.6,203,10.15,1995,Emir Kusturica,male,0,14000000
738,The Poseidon Adventure,551,7.3,338,10.148,1972,Ronald Neame,male,84563118,5000000
739,Weekend at Bernie's,8491,6.4,323,10.146,1989,Ted Kotcheff,male,30218387,6500000
740,Tangled Ever After,82881,7.1,516,10.146,2012,Nathan Greno,male,0,0
741,The Darkest Minds,445651,0.0,0,10.144,2018,Jennifer Yuh Nelson,female,0,0
742,Joe Versus the Volcano,2565,5.5,196,10.142,1990,John Patrick Shanley,male,39404261,0
743,The Sorcerer's Apprentice,27022,5.9,2202,10.142,2010,Jon Turteltaub,male,215283742,150000000
744,Faces Places,451995,8.0,102,10.142,2017,Agnès Varda,female,1108983,0
745,Dorian Gray,23488,5.9,888,10.141,2009,Oliver Parker,male,4706919,0
746,Hanna,50456,6.6,1618,10.141,2011,Joe Wright,male,63782078,30000000
747,Dawn of the Dead,923,7.5,761,10.14,1978,George A. Romero,male,55000000,650000
748,Napoleon Dynamite,8193,6.8,766,10.138,2004,Jared Hess,male,46118097,400000
749,Cape Fear,1598,7.1,995,10.136,1991,Martin Scorsese,male,182300000,35000000
750,Office Space,1542,7.5,1325,10.136,1999,Mike Judge,male,10827810,10000000
751,It's Only the End of the World,338189,7.3,658,10.134,2016,Xavier Dolan,male,0,10000000
752,American Ultra,261392,6.0,1428,10.134,2015,Nima Nourizadeh,,27139524,28000000
753,Robinson Crusoe: The Wild Life,368940,5.6,108,10.134,2016,Vincent Kesteloot,male,3342697,13500000
754,Lethal Weapon 3,943,6.5,1086,10.132,1992,Richard Donner,male,321731527,35000000
755,Police Academy: Mission to Moscow,11546,4.2,257,10.129,1994,Alan Metter,male,126247,0
756,Badlands,3133,7.6,407,10.129,1973,Terrence Malick,male,0,0
757,Office Christmas Party,384682,5.5,861,10.129,2016,Will Speck,male,114501299,45000000
758,The First Time,84199,7.0,1080,10.128,2012,Jon Kasdan,male,0,0
759,War and Peace,11706,6.6,69,10.125,1956,King Vidor,male,12500000,6000000
760,Amelia,8915,5.5,90,10.124,2009,Mira Nair,female,19258519,40000000
761,A Little Chaos,283227,6.2,335,10.124,2014,Alan Rickman,male,0,0
762,Vampire Academy,203739,5.8,797,10.123,2014,Mark Waters,male,0,0
763,Priest,38321,5.5,925,10.121,2011,Scott Stewart,male,78309131,60000000
764,Supergirl,9651,4.7,146,10.12,1984,Jeannot Szwarc,male,14296438,35000000
765,Life After Beth,244566,5.1,296,10.12,2014,Jeff Baena,male,88273,2400000
766,Man Down,296523,6.0,102,10.117,2016,Dito Montiel,,454516,0
767,Don't Hang Up,375355,5.7,164,10.116,2016,Damien Macé,male,0,0
768,Final Fantasy: The Spirits Within,2114,6.0,561,10.114,2001,Hironobu Sakaguchi,male,85131830,137000000
769,Sunset Boulevard,599,8.3,788,10.111,1950,Billy Wilder,male,5000000,1752000
770,A Cinderella Story,11247,6.2,1138,10.111,2004,Mark Rosman,male,70067909,19000000
771,Contact,686,7.3,1771,10.11,1997,Robert Zemeckis,male,171120329,90000000
772,Someone Like You...,12658,5.9,156,10.108,2001,Tony Goldwyn,male,0,23000000
773,Notting Hill,509,7.1,2010,10.107,1999,Roger Michell,male,363889678,42000000
774,Welcome to the Sticks,8265,6.7,996,10.105,2008,Dany Boon,male,53191886,11000000
775,Proof,9777,6.3,270,10.105,2005,John Madden,male,7535331,20000000
776,Sorority Wars,46127,6.2,98,10.105,2009,James Hayman,male,0,0
777,Caché,445,7.0,316,10.104,2005,Michael Haneke,male,36000000,0
778,Elizabeth: The Golden Age,4517,6.7,430,10.104,2007,Shekhar Kapur,male,74237563,55000000
779,The Fighter,45317,7.3,1936,10.104,2010,David O. Russell,male,93617009,25000000
780,Gorgeous,10951,6.1,109,10.102,1999,Vincent Kok,male,0,0
781,Model for Murder: The Centerfold Killer,424649,5.5,2,10.101,2016,Dean McKendrick,male,0,0
782,The Merchant of Venice,11162,6.8,203,10.098,2004,Michael Radford,male,0,0
783,Pain & Gain,134374,6.1,2016,10.098,2013,Michael Bay,male,86175291,25000000
784,The Strangers,10665,6.1,817,10.096,2008,Bryan Bertino,male,82391145,9000000
785,Monster High: Electrified,447113,7.3,14,10.096,2017,Avgousta Zourelidi,,0,0
786,Anger Management,9506,6.0,1279,10.093,2003,Peter Segal,male,195745823,75000000
787,Rob-B-Hood,25676,6.6,148,10.092,2006,Benny Chan,male,0,0
788,The 13th Warrior,1911,6.5,695,10.09,1999,John McTiernan,male,61698899,160000000
789,Roxanne,11584,6.4,228,10.086,1987,Fred Schepisi,male,40050884,0
790,Rampage,38780,6.0,172,10.085,2009,Uwe Boll,male,0,0
791,Little Women,9587,7.1,344,10.08,1994,Gillian Armstrong,female,0,18000000
792,High School Musical 2,13649,6.3,1465,10.075,2007,Kenny Ortega,male,7000000,0
793,Sense and Sensibility,4584,7.4,516,10.071,1995,Ang Lee,female,135000000,16500000
794,The Ipcress File,15247,7.2,105,10.07,1965,Sidney J. Furie,male,0,0
795,White Bird in a Blizzard,157825,6.1,395,10.067,2014,Gregg Araki,male,33821,0
796,The Lake House,2044,6.5,960,10.064,2006,Alejandro Agresti,male,114830111,40000000
797,The Phantom of the Opera,9833,7.1,608,10.064,2004,Joel Schumacher,male,154648887,70000000
798,An Education,24684,7.0,586,10.063,2009,Lone Scherfig,female,26096852,7500000
799,It's Kind of a Funny Story,43923,7.0,1004,10.063,2010,Anna Boden,female,6491240,8000000
800,Searching,489999,0.0,0,10.062,2018,Aneesh Chaganty,male,0,0
801,Paths of Glory,975,8.2,848,10.061,1957,Stanley Kubrick,male,0,935000
802,Lucky,407449,7.6,93,10.06,2017,John Carroll Lynch,male,955925,0
803,The Skeleton Key,9913,6.4,802,10.057,2005,Iain Softley,male,91974818,43000000
804,The Concubine,122126,5.9,28,10.054,2012,Kim Dae-seung,female,0,0
805,The Secret Scripture,283591,7.5,65,10.046,2016,Jim Sheridan,male,152761,0
806,The Last Boy Scout,9319,6.6,655,10.039,1991,Tony Scott,male,59509925,29000000
807,Triumph of the Will,39266,7.2,89,10.039,1935,Leni Riefenstahl,female,0,0
808,Irreplaceable You,450489,7.1,202,10.038,2018,Stephanie Laing,female,0,10000000
809,2036 Origin Unknown,448916,5.6,25,10.035,2018,Hasraf Dulull,,0,0
810,The Stranger,20246,7.2,108,10.032,1946,Orson Welles,male,0,0
811,The Shack,345938,7.0,623,10.032,2017,Stuart Hazeldine,male,92924405,20000000
812,Ride Along,168530,6.2,1055,10.031,2014,Tim Story,male,153997819,25000000
813,The Final Destination,19912,5.5,1204,10.031,2009,David R. Ellis,male,186167139,40000000
814,Trumbo,294016,7.2,724,10.031,2015,Jay Roach,male,8235661,15000000
815,Lupin the Third: The Castle of Cagliostro,15371,7.5,275,10.027,1979,Hayao Miyazaki,,0,0
816,Serenity,16320,7.5,1630,10.027,2005,Joss Whedon,male,38869464,39000000
817,Fallen,9411,6.7,475,10.024,1998,Gregory Hoblit,male,25232289,0
818,The Usual Suspects,629,8.2,4527,10.018,1995,Bryan Singer,male,23341568,6000000
819,Before Sunset,80,7.6,1028,10.018,2004,Richard Linklater,male,15992615,2700000
820,Due Date,41733,6.3,2387,10.018,2010,Todd Phillips,male,211780824,65000000
821,Drag Me to Hell,16871,6.2,1428,10.018,2009,Sam Raimi,male,90810892,30000000
822,Planet 51,16866,5.7,790,10.017,2009,Jorge Blanco,male,104945765,70000000
823,Shaolin,55292,6.6,134,10.017,2011,Benny Chan,male,33662874,29000000
824,Bill & Ted's Bogus Journey,1649,6.1,381,10.016,1991,Peter Hewitt,male,0,0
825,Safe,72387,6.3,1011,10.016,2012,Boaz Yakin,male,40346186,30000000
826,Legend of the Guardians: The Owls of Ga'Hoole,41216,6.6,950,10.015,2010,Zack Snyder,male,140073390,80000000
827,The Haunting,11618,5.2,500,10.015,1999,Jan de Bont,male,91188905,80000000
828,"Watch Out, We're Mad",6916,7.3,269,10.012,1974,Marcello Fondato,male,36782781,0
829,Patriots Day,388399,6.9,1013,10.012,2016,Peter Berg,male,50548152,45000000
830,101 Dalmatians,11674,5.7,1120,10.011,1996,Stephen Herek,male,320689294,54000000
831,Malicious,44741,6.2,29,10.011,1973,Salvatore Samperi,male,0,0
832,Happy Feet Two,65759,5.8,535,10.011,2011,George Miller,male,150406466,130000000
833,Notorious,303,7.8,497,10.01,1946,Alfred Hitchcock,male,24464742,2000000
834,The Bélier Family,304410,6.9,1119,10.01,2014,Eric Lartigau,male,0,11000000
835,LEGO DC Super Heroes - Aquaman: Rage Of Atlantis,513736,6.0,1,10.01,2018,Matt Peters,male,0,0
836,The Waterboy,10663,5.9,693,10.009,1998,Frank Coraci,male,185991646,23000000
837,Two Lovers,10362,6.6,220,10.009,2008,James Gray,male,3148182,12000000
838,Career Opportunities,16270,5.9,66,10.008,1991,Bryan Gordon,male,11336986,6000000
839,Never Back Down 2: The Beatdown,70006,5.9,200,10.008,2011,Michael Jai White,male,0,3000000
840,"As Above, So Below",256274,6.2,1040,10.007,2014,John Erick Dowdle,male,40100000,5000000
841,Police Academy 4: Citizens on Patrol,10587,5.1,357,10.006,1987,Jim Drake,male,28061343,0
842,The Shadow Effect,383538,5.1,41,10.005,2017,Obin Olson,,0,9000000
843,"Crouching Tiger, Hidden Dragon",146,7.3,1272,10.003,2000,Ang Lee,female,213525736,17000000
844,The Transformers: The Movie,1857,7.1,169,10.003,1986,Nelson Shin,male,5849647,6000000
845,Aloha,222936,5.2,935,10.003,2015,Cameron Crowe,male,26250020,37000000
846,Cheran Pandiyan,281345,0.0,0,10.002,1991,K. S. Ravikumar,,0,0
847,What We Do in the Shadows,246741,7.5,1147,10.001,2014,Jemaine Clement,,6263224,1600000
848,Courage Under Fire,10684,6.3,316,9.998,1996,Edward Zwick,male,100860818,46000000
849,Night of the Living Dead,10331,7.6,796,9.998,1968,George A. Romero,male,30000000,114000
850,It Takes Two,33689,6.2,251,9.998,1995,Andy Tennant,male,0,0
851,Cheaper by the Dozen,11007,6.0,1071,9.996,2003,Shawn Levy,male,190212113,40000000
852,Finding Your Feet,426030,6.9,25,9.995,2017,Richard Loncraine,male,15500000,7154497
853,The Unborn,13788,4.9,542,9.994,2009,David S. Goyer,male,76514050,16000000
854,D.E.B.S.,540,5.8,130,9.993,2004,Angela Robinson,female,0,3500000
855,Maurice,26371,7.4,100,9.993,1987,James Ivory,male,0,0
856,Colonia,318781,7.4,841,9.993,2015,Florian Gallenberger,male,3621046,14000000
857,Sister Act,2005,6.6,1119,9.99,1992,Emile Ardolino,male,231605150,31000000
858,Drive Angry,47327,5.3,773,9.99,2011,Patrick Lussier,male,28931401,50000000
859,Take Me Home Tonight,50725,6.1,275,9.99,2011,Michael Dowse,male,6928068,19000000
860,Pilgrimage,340442,5.9,83,9.99,2017,Brendan Muldowney,male,0,0
861,Darkland,425298,6.0,29,9.989,2017,Fenar Ahmad,,0,0
862,The Lover,10995,6.6,165,9.986,1992,Jean-Jacques Annaud,male,0,0
863,Lord of the Flies,9960,6.8,226,9.983,1963,Peter Brook,male,0,250000
864,What About Bob?,10276,6.8,334,9.98,1991,Frank Oz,male,63710000,35000000
865,The Inbetweeners Movie,69798,6.2,443,9.98,2011,Ben Palmer,male,88025781,0
866,Crimson Rivers II: Angels of the Apocalypse,60672,6.0,249,9.98,2004,Olivier Dahan,male,0,0
867,A Merry Friggin' Christmas,286532,4.9,89,9.978,2014,Tristram Shapeero,male,0,0
868,ABCD: American-Born Confused Desi,204261,6.1,9,9.977,2013,Martin Prakkat,male,0,0
869,Punisher: War Zone,13056,5.5,427,9.976,2008,Lexi Alexander,female,10089373,20500000
870,The Voyeur,27066,4.3,60,9.976,1994,Tinto Brass,male,0,0
871,Aki Na Ukwa,197409,2.0,1,9.976,2002,Amayo Uzo Philips,,0,0
872,These Final Hours,199575,6.6,236,9.973,2014,Zak Hilditch,male,0,0
873,The Lost Boys,1547,6.9,707,9.968,1987,Joel Schumacher,male,32222567,8500000
874,Ri¢hie Ri¢h,11011,5.4,698,9.967,1994,Donald Petrie,male,0,40000000
875,The Apartment,284,8.2,702,9.967,1960,Billy Wilder,male,25000000,3000000
876,Hunt for the Wilderpeople,371645,7.8,701,9.965,2016,Taika Waititi,,23200000,2500000
877,Taxi 4,2335,5.4,434,9.964,2007,Gérard Krawczyk,male,0,0
878,Rush,96721,7.7,3100,9.961,2013,Ron Howard,male,90247624,38000000
879,Ashby,330112,6.1,258,9.958,2015,Tony McNamara,male,4631,0
880,G.I. Jane,4421,6.1,583,9.957,1997,Ridley Scott,male,48169156,50000000
881,The Wave,336882,6.4,434,9.957,2015,Roar Uthaug,male,12975143,5904067
882,There Will Be Blood,7345,8.0,2235,9.955,2007,Paul Thomas Anderson,male,77208711,25000000
883,Repo Man,13820,6.7,198,9.955,1984,Alex Cox,male,2300000,1500000
884,I Still Know What You Did Last Summer,3600,5.2,557,9.954,1998,Danny Cannon,male,40002112,65000000
885,High Strung,382399,7.1,405,9.952,2016,Michael Damian,male,53447,0
886,2010,4437,6.6,364,9.951,1984,Peter Hyams,male,40400657,28000000
887,Monster,504,7.1,733,9.95,2003,Patty Jenkins,female,60378584,8000000
888,Children of the Corn,10823,5.6,325,9.949,1984,Fritz Kiersch,male,14000000,800000
889,The Game,2649,7.5,2201,9.948,1997,David Fincher,male,109423648,50000000
890,Universal Soldier: The Return,10366,4.5,189,9.948,1999,Mic Rodgers,male,10667893,45000000
891,The Last Legion,9703,5.3,288,9.948,2007,Doug Lefler,male,25303038,67000000
892,Agora,26428,6.9,559,9.948,2009,Alejandro Amenábar,male,39041505,70000000
893,Spider,9613,6.6,244,9.946,2002,David Cronenberg,male,0,0
894,House at the End of the Street,82505,5.7,782,9.945,2012,Mark Tonderai,male,44287131,6900000
895,Piper,399106,8.2,698,9.944,2016,Alan Barillaro,male,0,0
896,First Kill,410554,5.4,151,9.944,2017,Steven C. Miller,male,0,10000000
897,Benji,495193,6.9,63,9.944,2018,Brandon Camp,male,0,0
898,Eight Legged Freaks,8869,5.4,405,9.944,2002,Ellory Elkayem,,0,0
899,The Butterfly Effect 3: Revelations,16258,5.3,209,9.942,2009,Seth Grossman,male,0,0
900,Paprika,4977,7.7,619,9.939,2006,Satoshi Kon,male,944915,0
901,Lock Up,9972,6.4,289,9.939,1989,John Flynn,male,22099847,24000000
902,Churchill,399790,6.0,94,9.939,2017,Jonathan Teplitzky,male,0,10000000
903,Air Force One,9772,6.3,1138,9.938,1997,Wolfgang Petersen,male,315268353,85000000
904,In the Mood for Love,843,8.0,584,9.936,2000,Wong Kar-wai,,12854953,0
905,The Ghost Writer,11439,6.8,923,9.931,2010,Roman Polanski,male,60222298,45000000
906,Historiographika Errata,486026,0.0,0,9.927,2017,Richard Somes,male,0,0
907,The Other Boleyn Girl,12184,6.5,745,9.925,2008,Justin Chadwick,male,78269970,35000000
908,Bottle Rocket,13685,6.8,378,9.923,1996,Wes Anderson,male,560069,7000000
909,Any Given Sunday,9563,6.8,628,9.923,1999,Oliver Stone,male,100230832,55000000
910,Oliver & Company,12233,6.7,567,9.922,1988,George Scribner,male,74151346,31000000
911,"Men, Women & Children",243684,6.6,438,9.922,2014,Jason Reitman,male,461162,0
912,Double Lover,451955,6.1,166,9.921,2017,François Ozon,male,0,0
913,Memoirs of a Geisha,1904,7.5,983,9.919,2005,Rob Marshall,male,162242962,85000000
914,Dead Over Heels: An Aurora Teagarden Mystery,436398,6.7,16,9.919,2017,Terry Ingram,male,0,0
915,Hook,879,6.8,2262,9.918,1991,Steven Spielberg,male,300854823,70000000
916,Popstar: Never Stop Never Stopping,341012,6.5,509,9.917,2016,Akiva Schaffer,male,9496130,0
917,The Glass Castle,336000,7.0,211,9.914,2017,Destin Cretton,male,9705840,0
918,The Stepford Wives,9890,5.5,469,9.911,2004,Frank Oz,male,102000000,90000000
919,The Girl Who Leapt Through Time,14069,7.8,640,9.911,2006,Mamoru Hosoda,,3800000,0
920,3-D Sex and Zen: Extreme Ecstasy,67308,4.7,21,9.911,2011,Christopher Sun,male,0,0
921,The Love Guru,12177,4.2,314,9.91,2008,Marco Schnabel,male,41819064,62000000
922,Big Momma's House 2,11565,5.5,548,9.906,2006,John Whitesell,male,138259062,40000000
923,The Watcher,10685,5.1,154,9.905,2000,Joe Charbanic,male,0,33000000
924,Bound by Honor,9702,7.7,143,9.903,1993,Taylor Hackford,female,0,35000000
925,Better Watch Out,406994,6.6,306,9.902,2017,Chris Peckover,male,0,0
926,Wizards of Waverly Place: The Movie,26736,6.1,539,9.9,2009,Lev L. Spiro,male,0,0
927,Planet of the Apes,869,5.6,1745,9.897,2001,Tim Burton,male,362211740,100000000
928,The Disappointments Room,293452,4.4,213,9.897,2016,D.J. Caruso,male,0,15000000
929,Curse of Chucky,167032,5.6,566,9.896,2013,Don Mancini,male,0,5000000
930,Waiting...,7553,6.3,297,9.895,2005,Rob McKittrick,male,18637690,3000000
931,Basic,10782,6.3,384,9.892,2003,John McTiernan,male,42792561,50000000
932,Vacancy,10294,6.1,536,9.891,2007,Nimród Antal,,35300645,19000000
933,Om,101832,5.3,2,9.891,2003,,,0,0
934,The Three Caballeros,15947,6.2,178,9.89,1944,Clyde Geronimi,male,0,0
935,The Game Plan,13680,6.1,668,9.888,2007,Andy Fickman,male,147880543,22000000
936,Tini: The New Life of Violetta,360365,6.9,146,9.888,2016,Juan Pablo Buscarini,male,0,0
937,Getaway Plan,436827,5.9,30,9.887,2017,Iñaki Dorronsoro,male,0,0
938,The Spacewalker,440642,7.4,65,9.886,2017,Dmitriy Kiselev,male,9868942,7075038
939,How to Lose Friends & Alienate People,13092,6.1,332,9.883,2008,Robert B. Weide,male,17286299,27000000
940,Father of the Bride,11846,6.3,482,9.877,1991,Charles Shyer,male,89325780,0
941,The Taking of Pelham 1 2 3,18487,6.2,1299,9.876,2009,Tony Scott,male,150166126,100000000
942,An American Crime,13008,7.4,237,9.873,2007,Tommy O'Haver,male,0,2000000
943,The Jungle Book 2,14873,5.7,415,9.872,2003,Steve Trenbirth,male,135680000,20000000
