,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
741,Skiptrace,270774,5.5,269,10.686,2016,Renny Harlin,male,58500000,32000000
742,High Heel Homicide,458353,5.9,9,10.682,2017,Dean McKendrick,male,0,0
743,Anne of Green Gables: The Sequel,40724,8.1,48,10.681,1987,Kevin Sullivan,male,0,0
744,Professor Marston and the Wonder Women,420622,7.2,225,10.679,2017,Angela Robinson,female,1584759,0
745,The Last Legion,9703,5.3,288,10.678,2007,Doug Lefler,male,25303038,67000000
746,Pressure,252164,5.6,99,10.678,2015,Ron Scalpello,male,0,0
747,The Final Destination,19912,5.5,1202,10.671,2009,David R. Ellis,male,186167139,40000000
748,Snowden,302401,7.0,1916,10.671,2016,Oliver Stone,male,37279439,40000000
749,Secretary,11013,6.8,510,10.669,2002,Steven Shainberg,male,9304609,4000000
750,Girls Just Want to Have Fun,16263,6.3,50,10.669,1985,Alan Metter,male,0,0
751,Three Colors: Red,110,8.0,374,10.665,1994,Krzysztof Kieślowski,male,0,0
752,Blade II,36586,6.3,2076,10.665,2002,Guillermo del Toro,male,155010032,54000000
753,The Limehouse Golem,369300,5.9,191,10.661,2016,Juan Carlos Medina,male,2225698,0
754,Puss in Boots: The Three Diablos,83201,6.5,152,10.66,2012,Raman Hui,male,0,0
755,The Danish Girl,306819,7.6,2667,10.658,2015,Tom Hooper,male,64191523,15000000
756,Incendies,46738,7.9,739,10.657,2010,Denis Villeneuve,male,0,10000000
757,Marvel One-Shot: The Consultant,76122,6.5,145,10.657,2011,Leythum,,0,500000
758,Duel,839,7.4,543,10.652,1972,Steven Spielberg,male,0,450000
759,The Little Prince,309809,7.6,1113,10.652,2015,Mark Osborne,male,97571250,64000000
760,The Secret World of Arrietty,51739,7.5,948,10.651,2010,Hiromasa Yonebayashi,male,145570827,37000000
761,Event Horizon,8413,6.5,986,10.651,1997,Paul W.S. Anderson,male,26673242,60000000
762,Marley & Me,14306,7.1,2033,10.647,2008,David Frankel,male,242717113,60000000
763,Angels & Demons,13448,6.6,3079,10.642,2009,Ron Howard,male,356613439,150000000
764,The Dead Pool,10651,6.4,280,10.642,1988,Buddy Van Horn,male,0,20000000
765,The Lives of Others,582,8.0,1316,10.641,2006,Florian Henckel von Donnersmarck,male,70000000,2000000
766,We're the Millers,138832,6.8,4142,10.64,2013,Rawson Thurber,,269994119,37000000
767,American Psycho,1359,7.3,3089,10.639,2000,Mary Harron,female,34266564,7000000
768,Resident Evil: Vendetta,400136,6.4,276,10.637,2017,Takanori Tsujimoto,male,0,0
769,The Adventures of Ichabod and Mr. Toad,13465,6.7,136,10.636,1949,James Algar,male,0,0
770,Ghostbusters II,2978,6.4,1610,10.635,1989,Ivan Reitman,male,215394738,37000000
771,Naked Gun 33⅓: The Final Insult,36593,6.4,731,10.635,1994,Peter Segal,male,51132598,30000000
772,Shortbus,1378,6.3,186,10.633,2006,John Cameron Mitchell,male,5179037,2000000
773,The Sense of an Ending,354285,6.3,53,10.633,2017,Ritesh Batra,male,4842617,0
774,Young Mother,218746,4.3,2,10.631,2013,Kong Ja-kwan,male,0,0
775,The Impossible,80278,7.2,2855,10.625,2012,Juan Antonio Bayona,male,180274123,42000000
776,Joy,274479,6.5,2128,10.622,2015,David O. Russell,male,101134059,60000000
777,The SpongeBob SquarePants Movie,11836,6.7,911,10.618,2004,Stephen Hillenburg,male,140161792,30000000
778,Your Sister's Sister,84355,6.6,169,10.618,2011,Lynn Shelton,female,3200000,125000
779,Fantastic Beasts: The Crimes of Grindelwald,338952,0.0,1,10.612,2018,David Yates,male,0,0
780,Caligula,9453,5.2,212,10.611,1979,Tinto Brass,male,23438120,17500000
781,ABCD: American-Born Confused Desi,204261,6.1,9,10.607,2013,Martin Prakkat,male,0,0
782,The Great Escape,5925,7.9,977,10.606,1963,John Sturges,male,11744471,4000000
783,"Paris, Texas",655,7.9,421,10.604,1984,Wim Wenders,male,2181987,1746964
784,Return to Never Land,16690,6.2,488,10.604,2002,Robin Budd,,109862682,20000000
785,Hollow Man,9383,5.6,907,10.599,2000,Paul Verhoeven,male,190213455,95000000
786,Four Weddings and a Funeral,712,6.7,939,10.596,1994,Mike Newell,male,254700832,6000000
787,Conan the Destroyer,9610,5.9,521,10.594,1984,Richard Fleischer,male,100000000,18000000
788,Knight and Day,37834,6.0,2049,10.592,2010,James Mangold,male,261930431,117000000
789,Antichrist,17609,6.5,956,10.592,2009,Lars von Trier,male,791867,11000000
790,Maayanadhi,458741,6.7,6,10.588,2017,Aashiq Abu,,0,0
791,Mr. Brooks,3432,6.9,711,10.584,2007,Bruce A. Evans,male,41637263,20000000
792,Deepwater Horizon,296524,6.6,2076,10.572,2016,Peter Berg,male,121790373,110000000
793,The Way We Were,10236,7.1,132,10.571,1973,Sydney Pollack,female,45000000,0
794,Vanilla Sky,1903,6.7,1554,10.567,2001,Cameron Crowe,male,203388341,68000000
795,The Fly,9426,7.2,1485,10.564,1986,David Cronenberg,male,60629159,15000000
796,Unlocked,291276,6.2,363,10.564,2017,Michael Apted,male,0,0
797,Signs,2675,6.4,2219,10.561,2002,M. Night Shyamalan,,408247917,72000000
798,Anacondas: The Hunt for the Blood Orchid,11237,5.0,279,10.56,2004,Dwight H. Little,male,71,25
799,Soldier,9425,6.2,284,10.555,1998,Paul W.S. Anderson,male,14567883,75000000
800,Epic,116711,6.4,1392,10.554,2013,Chris Wedge,male,268426634,100000000
801,Emmanuelle II,28209,5.0,24,10.553,1975,Francis Giacobetti,male,0,0
802,Avalon High,50479,5.9,227,10.551,2010,Stuart Gillard,male,0,0
803,Love & Other Drugs,43347,6.8,1898,10.549,2010,Edward Zwick,male,102820008,30000000
804,The Spectacular Now,157386,6.7,1445,10.548,2013,James Ponsoldt,male,6854611,2500000
805,Scouts Guide to the Zombie Apocalypse,273477,6.1,726,10.548,2015,Christopher B. Landon,male,14860766,15000000
806,Marrowbone,399366,7.1,216,10.548,2017,Sergio G. Sánchez,male,11165901,8000000
807,The Mortal Instruments: City of Bones,123553,6.2,2266,10.546,2013,Harald Zwart,male,90565421,60000000
808,The Villainess,437109,6.9,128,10.545,2017,Jung Byung-gil,female,0,0
809,Spirit: Stallion of the Cimarron,9023,7.5,1427,10.545,2002,Kelly Asbury,female,122563539,80000000
810,Batman and Harley Quinn,408648,5.9,200,10.545,2017,Sam Liu,male,0,3500000
811,Jamon Jamon,4507,6.0,93,10.543,1992,Bigas Luna,,0,0
812,Scooby-Doo! Curse of the Lake Monster,47533,5.5,108,10.541,2010,Brian Levant,male,0,0
813,The Other Woman,193610,6.3,1836,10.539,2014,Nick Cassavetes,male,196781193,40000000
814,Pokémon: The First Movie: Mewtwo Strikes Back,10228,6.8,493,10.534,1998,Michael Haigney,male,163644662,30000000
815,The Net,1642,5.8,478,10.533,1995,Irwin Winkler,male,110627965,22000000
816,Universal Soldier,9349,5.9,509,10.531,1992,Roland Emmerich,male,0,23000000
817,First Kill,410554,5.4,150,10.527,2017,Steven C. Miller,male,0,10000000
818,Fantasia 2000,49948,7.1,445,10.526,1999,James Algar,male,90874570,80000000
819,Tremors 2: Aftershocks,11069,5.8,311,10.518,1996,S. S. Wilson,female,0,4000000
820,Ice Age: A Mammoth Christmas,79218,6.2,240,10.517,2011,Karen Disher,female,0,0
821,"As Above, So Below",256274,6.2,1039,10.516,2014,John Erick Dowdle,male,40100000,5000000
822,Wanderlust,50647,5.4,546,10.515,2012,David Wain,male,24159934,35000000
823,Edge of Darkness,12201,6.3,653,10.513,2010,Martin Campbell,male,74901339,80000000
824,That's My Boy,87428,5.5,613,10.513,2012,Sean Anders,male,58058367,70000000
825,Vengeance: A Love Story,397415,5.5,94,10.513,2017,Johnny Martin,male,4526,0
826,Unforgettable,418437,5.6,239,10.51,2017,Denise Di Novi,female,17768012,12000000
827,Home Alone 3,9714,5.1,994,10.509,1997,Raja Gosnell,male,79082515,32000000
828,Columbus,414453,7.7,73,10.508,2017,Kogonada,,1015744,0
829,Hard Candy,2652,6.8,1119,10.507,2005,David Slade,male,7022209,950000
830,Dead Poets Society,207,8.3,4260,10.506,1989,Peter Weir,male,235860116,16400000
831,The Golden Monk,474125,5.3,3,10.504,2017,Wong Jing,,0,0
832,Adventureland,16614,6.4,992,10.501,2009,Greg Mottola,male,17164377,9500000
833,Just Getting Started,398177,5.2,53,10.5,2017,Ron Shelton,male,6069605,22000000
834,Spider-Man 2,558,6.8,6177,10.499,2004,Sam Raimi,male,783766341,200000000
835,The Smurfs 2,77931,5.6,917,10.496,2013,Raja Gosnell,male,347434178,105000000
836,Doomsday,13460,5.9,476,10.495,2008,Neil Marshall,male,22211426,30000000
837,Don't Hang Up,375355,5.7,164,10.492,2016,Damien Macé,male,0,0
838,"The Karate Kid, Part II",8856,6.0,645,10.491,1986,John G. Avildsen,male,115103979,113
839,The Mechanic,27582,6.3,1368,10.49,2011,Simon West,male,51070807,40000000
840,Charade,4808,7.8,465,10.489,1963,Stanley Donen,male,13474588,4000000
841,Defiance,13813,6.8,772,10.487,2008,Edward Zwick,male,51155219,32000000
842,The Village,6947,6.3,1556,10.486,2004,M. Night Shyamalan,,256697520,60000000
843,13 Hours: The Secret Soldiers of Benghazi,300671,7.0,1292,10.48,2016,Michael Bay,male,69411370,50000000
844,Taken 2,82675,6.2,3388,10.479,2012,Olivier Megaton,male,376141306,45000000
845,Poison Ivy,9264,5.3,123,10.477,1992,Katt Shea,female,0,3000000
846,Lone Survivor,193756,7.4,1940,10.474,2013,Peter Berg,male,149295601,40000000
847,Pain & Gain,134374,6.1,2014,10.469,2013,Michael Bay,male,86175291,25000000
848,High School Musical 3: Senior Year,11887,6.3,1398,10.466,2008,Kenny Ortega,male,252909177,11000000
849,Jumper,8247,6.0,2547,10.466,2008,Doug Liman,male,222231186,85000000
850,Ironclad,38543,6.2,301,10.465,2011,Jonathan English,male,0,25000000
851,Sweet Virginia,413992,6.5,62,10.464,2017,Jamie M. Dagg,,9771,0
852,Hell or High Water,338766,7.2,1915,10.463,2016,David Mackenzie,male,37589296,12000000
853,Coach Carter,7214,7.3,715,10.462,2005,Thomas Carter,male,76669806,30000000
854,A Nightmare on Elm Street 3: Dream Warriors,10072,6.5,521,10.459,1987,Chuck Russell,male,44793222,5000000
855,Sideways,9675,7.1,654,10.455,2004,Alexander Payne,male,109502303,16000000
856,Scott Pilgrim vs. the World,22538,7.3,3051,10.454,2010,Edgar Wright,male,47664559,60000000
857,Churchill,399790,6.0,94,10.452,2017,Jonathan Teplitzky,male,0,10000000
858,Star Trek: The Motion Picture,152,6.4,697,10.45,1979,Robert Wise,male,139000000,35000000
859,Tales from Earthsea,37933,6.5,377,10.449,2006,Goro Miyazaki,male,68000000,22000000
860,Machete,23631,6.3,1511,10.447,2010,Robert Rodriguez,male,31327899,20000000
861,Deep Blue Sea,8914,5.7,842,10.446,1999,Renny Harlin,male,73648228,60000000
862,Bandits,3172,6.2,408,10.444,2001,Barry Levinson,male,67631903,75000000
863,The Devil's Advocate,1813,7.3,1997,10.442,1997,Taylor Hackford,female,152944660,57000000
864,Attraction,401513,5.9,139,10.439,2017,Fyodor Bondarchuk,,0,6277106
865,8MM,8224,6.1,654,10.438,1999,Joel Schumacher,male,96618699,40000000
866,Blitz,55846,6.0,623,10.433,2011,Elliott Lester,male,741875,15774948
867,The Hunt for Red October,1669,7.3,1253,10.432,1990,John McTiernan,male,199200000,30000000
868,Big Trouble in Little China,6978,7.2,1015,10.431,1986,John Carpenter,male,11000000,25000000
869,Raging Bull,1578,7.9,1391,10.428,1980,Martin Scorsese,male,23000000,18000000
870,I Am Not an Easy Man,515841,6.3,228,10.428,2018,Éléonore Pourriat,,0,0
871,Starship Troopers 3: Marauder,11127,4.4,188,10.426,2008,Edward Neumeier,male,0,9000000
872,Rush Hour,2109,6.8,1712,10.426,1998,Brett Ratner,male,244386864,33000000
873,The Book of Henry,382614,7.5,398,10.421,2017,Colin Trevorrow,male,4504974,10000000
874,The Counterfeiters,7862,7.4,192,10.42,2007,Stefan Ruzowitzky,male,0,0
875,3 Idiots,20453,7.8,1018,10.415,2009,Rajkumar Hirani,male,70000000,9000000
876,My Big Fat Greek Wedding 2,302688,5.6,455,10.413,2016,Kirk Jones,male,88923251,18000000
877,Salyut-7,438740,7.0,95,10.413,2017,Klim Shipenko,female,13767037,15000000
878,Tombstone,11969,7.5,778,10.405,1993,George P. Cosmatos,male,56505065,25000000
879,Final Destination 2,9358,6.1,1486,10.404,2003,David R. Ellis,male,90426405,26000000
880,The Island,1635,6.6,2442,10.399,2005,Michael Bay,male,162949164,126000000
881,Predestination,206487,7.4,2724,10.399,2014,Michael Spierig,male,3000000,5500000
882,Haywire,70435,5.7,637,10.397,2011,Steven Soderbergh,male,33372606,23000000
883,Six Days Seven Nights,6068,5.6,493,10.396,1998,Ivan Reitman,male,164000000,70000000
884,Goat,337874,5.4,108,10.396,2016,Andrew Neel,male,23020,0
885,Before Sunset,80,7.6,1028,10.383,2004,Richard Linklater,male,15992615,2700000
886,Something in the Way,168508,7.0,1,10.383,2013,Teddy Soeriaatmadja,male,0,0
887,Magic Mike,77930,6.1,1431,10.382,2012,Steven Soderbergh,male,167221571,7000000
888,Double Indemnity,996,8.1,580,10.378,1944,Billy Wilder,male,2500000,927262
889,Austin Powers: International Man of Mystery,816,6.5,1367,10.378,1997,Jay Roach,male,67683989,16500000
890,Fantastic Mr. Fox,10315,7.6,1725,10.377,2009,Wes Anderson,male,46471023,40000000
891,Gifted,400928,7.9,1396,10.372,2017,Marc Webb,male,40343446,7000000
892,Big Daddy,9032,6.2,1307,10.368,1999,Dennis Dugan,male,234801895,34200000
893,Neon Genesis Evangelion: The End of Evangelion,18491,8.4,209,10.364,1997,Kazuya Tsurumaki,male,20000000,0
894,Forsaken,354110,5.8,128,10.364,2015,Jon Cassar,male,0,11000000
895,The Breakfast Club,2108,7.8,3247,10.355,1985,John Hughes,male,51525171,1000000
896,The Cave,9042,5.1,282,10.354,2005,Bruce Hunt,male,15007991,30000000
897,How to Lose a Guy in 10 Days,9919,6.4,1294,10.353,2003,Donald Petrie,male,177371441,50000000
898,The Heat,136795,6.6,1966,10.352,2013,Paul Feig,male,158674180,43000000
899,Puss in Boots,417859,6.3,965,10.351,2011,Chris Miller,male,554987477,130000000
900,Meet the Parents,1597,6.6,2520,10.348,2000,Jay Roach,male,330444045,55000000
901,The Dirty Dozen,1654,7.7,407,10.346,1967,Robert Aldrich,male,45300000,5400000
902,Jackass: The Movie,9012,6.0,515,10.341,2002,Jeff Tremaine,male,64282312,5000000
903,Shelter,41505,5.9,281,10.341,2010,Björn Stein,male,851517,22000000
904,Wolf Totem,309302,6.4,186,10.34,2015,Jean-Jacques Annaud,male,123205624,38000000
905,The Ottoman Lieutenant,433356,6.0,89,10.34,2017,Joseph Ruben,male,240978,40000000
906,A League of Their Own,11287,7.0,515,10.338,1992,Penny Marshall,female,132440069,40000000
907,Ran,11645,8.1,477,10.337,1985,Akira Kurosawa,male,4069653,11500000
908,Halloween,424139,0.0,0,10.333,2018,David Gordon Green,male,0,0
909,Tom of Finland,405204,7.5,26,10.332,2017,Dome Karukoski,male,0,4200000
910,Brooklyn,167073,7.3,1589,10.327,2015,John Crowley,male,62076141,11000000
911,Damien: Omen II,10766,6.2,224,10.325,1978,Don Taylor,male,26518355,6800000
912,The Game,2649,7.5,2199,10.324,1997,David Fincher,male,109423648,50000000
913,The Hunter's Prayer,302150,5.8,121,10.324,2017,Jonathan Mostow,male,0,17000000
914,The Outsider,199928,6.2,152,10.321,2018,Martin Zandvliet,male,0,0
915,Godzilla: King of the Monsters,373571,0.0,1,10.314,2019,Michael Dougherty,male,0,0
916,Oculus,157547,6.3,1423,10.312,2013,Mike Flanagan,male,44030246,5000000
917,A River Runs Through It,293,7.1,342,10.305,1992,Robert Redford,male,43440294,0
918,Damsel,414018,4.0,4,10.304,2018,David Zellner,male,0,0
919,Beach Rats,426238,6.0,145,10.303,2017,Eliza Hittman,female,0,0
920,National Lampoon's Van Wilder,11452,5.9,987,10.298,2002,Walt Becker,male,38275483,5000000
921,Donnie Brasco,9366,7.5,1650,10.293,1997,Mike Newell,male,41954997,35000000
922,The Week Of,465109,5.1,164,10.292,2018,Robert Smigel,male,0,0
923,Faces Places,451995,8.1,101,10.291,2017,Agnès Varda,female,1108983,0
924,School of Rock,1584,6.9,2212,10.29,2003,Richard Linklater,male,131282949,35000000
925,One Wild Moment,342878,5.8,464,10.288,2015,Jean-François Richet,male,0,0
926,Bleeding Steel,460648,5.7,55,10.287,2017,Leo Zhang,male,0,65000000
927,The Quiet,9813,6.2,95,10.286,2005,Jamie Babbit,,381420,900000
928,Contact,686,7.3,1770,10.285,1997,Robert Zemeckis,male,171120329,90000000
929,2 Guns,136400,6.5,1970,10.285,2013,Baltasar Kormákur,male,131940411,61000000
930,Seed of Chucky,11249,4.9,449,10.282,2004,Don Mancini,male,24829644,12000000
931,Dog Day Afternoon,968,7.7,940,10.282,1975,Sidney Lumet,male,46665856,1800000
932,Barbie and the Magic of Pegasus 3-D,15906,6.4,173,10.282,2005,Greg Richardson,male,0,0
933,Along Came Polly,5966,5.8,1112,10.272,2004,John Hamburg,male,171963386,42000000
934,Looking for Richard,42314,6.9,49,10.272,1996,Al Pacino,male,0,0
935,Colombiana,62835,6.4,1078,10.271,2011,Olivier Megaton,male,60965854,40000000
936,A Nightmare on Elm Street Part 2: Freddy's Revenge,10014,5.7,534,10.27,1985,Jack Sholder,male,29999213,3000000
937,Flashdance,535,6.3,463,10.265,1983,Adrian Lyne,male,92921203,4000000
938,Melancholia,62215,7.0,1273,10.265,2011,Lars von Trier,male,21817298,7400000
939,P.S. I Love You,6023,7.0,1472,10.263,2007,Richard LaGravenese,male,156835339,30000000
940,Enter the Dragon,9461,7.4,635,10.262,1973,Robert Clouse,male,0,10000000
941,Little Lips,26550,5.2,3,10.262,1978,Mimmo Cattarinich,male,0,0
942,What We Do in the Shadows,246741,7.5,1147,10.262,2014,Jemaine Clement,,6263224,1600000
943,Robin Williams: Come Inside My Mind,493100,7.7,11,10.261,2018,Marina Zenovich,female,0,0
944,Unfriended,277685,5.4,1512,10.258,2015,Levan Gabriadze,male,62882090,1000000
945,The Open House,485774,3.7,443,10.258,2018,Suzanne Coote,female,0,0
946,Sara's Notebook,449019,6.4,32,10.252,2018,Norberto López Amado,male,0,1000000
947,Inside Man,388,7.4,2238,10.25,2006,Spike Lee,male,185798265,45000000
948,Hacker,413052,6.4,110,10.25,2016,Akan Satayev,male,0,2000000
949,Focus,256591,6.8,3378,10.244,2015,Glenn Ficarra,male,153962963,50100000
950,Apollo 18,50357,5.0,416,10.242,2011,Gonzalo López-Gallego,male,25562924,5000000
951,Abraham Lincoln: Vampire Hunter,72331,5.6,1648,10.237,2012,Timur Bekmambetov,male,37519974,69000000
952,Megan Leavey,424488,7.0,272,10.236,2017,Gabriela Cowperthwaite,female,0,0
953,Final Destination 3,9286,5.9,1432,10.235,2006,James Wong,male,117719158,25000000
954,You're Next,83899,6.6,1021,10.233,2011,Adam Wingard,male,14347000,0
955,Spartacus,967,7.5,695,10.231,1960,Stanley Kubrick,male,60000000,12000000
956,The Black Dahlia,9676,5.6,421,10.23,2006,Brian De Palma,male,49111202,50000000
957,Invictus,22954,7.1,1633,10.229,2009,Clint Eastwood,male,122233971,60000000
958,Cheran Pandiyan,281345,0.0,0,10.228,1991,K. S. Ravikumar,,0,0
959,"Marry Me, Dude",432613,6.4,317,10.228,2017,Tarek Boudali,male,0,0
960,Cheran Pandiyan,281345,0.0,0,10.228,1991,K. S. Ravikumar,,0,0
961,Kiss the Girls,9437,6.3,499,10.228,1997,Gary Fleder,male,60527873,27000000
962,Daybreakers,19901,6.2,836,10.223,2009,Michael Spierig,male,51416464,20000000
963,The Book Thief,203833,7.4,2160,10.223,2013,Brian Percival,male,76586316,0
964,"Salò, or the 120 Days of Sodom",5336,6.4,486,10.222,1975,Pier Paolo Pasolini,male,0,0
965,Renegades,335788,5.5,80,10.222,2017,Steven Quale,male,0,0
966,Swiss Army Man,347031,6.9,1330,10.222,2016,Dan Kwan,male,4210454,3000000
967,American Graffiti,838,7.0,485,10.218,1973,George Lucas,male,140000000,777000
968,Trading Places,1621,7.1,1110,10.216,1983,John Landis,male,90400000,40600000
969,Hot Bubblegum,10582,6.0,16,10.216,1981,Boaz Davidson,male,0,0
970,Open Season 3,51170,5.6,169,10.216,2010,Cody Cameron,male,0,0
971,Automata,262543,5.6,830,10.216,2014,Gabe Ibáñez,male,0,7000000
972,The Lost Boys,1547,6.9,707,10.211,1987,Joel Schumacher,male,32222567,8500000
973,Red Sonja,9626,5.1,289,10.203,1985,Richard Fleischer,male,6948633,17900000
974,Robinson Crusoe: The Wild Life,368940,5.6,108,10.202,2016,Vincent Kesteloot,male,3342697,13500000
975,Keeping Up with the Joneses,331313,5.9,900,10.201,2016,Greg Mottola,male,29918745,40000000
976,Clue,15196,7.2,510,10.2,1985,Jonathan Lynn,male,14643997,15000000
977,Barbie: The Princess & The Popstar,129533,6.1,96,10.2,2012,Ezekiel Norton,male,0,0
978,Scooby-Doo! The Mystery Begins,22620,5.7,156,10.2,2009,Brian Levant,male,0,0
979,One Piece Film Strong World,41498,7.5,100,10.198,2009,Munehisa Sakai,,53000000,0
980,24 Hours to Live,470114,5.4,156,10.196,2017,Brian Smrz,male,0,0
981,Cleopatra,8095,6.9,207,10.194,1963,Joseph L. Mankiewicz,male,71000000,31115000
982,L: Change the World,20329,5.9,92,10.194,2008,Hideo Nakata,male,30231200,0
983,Ronin,8195,6.9,879,10.193,1998,John Frankenheimer,male,70692101,55000000
984,Varushamellam Vasantham,505127,0.0,0,10.192,2002,Ravishankar,male,0,0
985,Smokin' Aces,7516,6.4,688,10.19,2006,Joe Carnahan,male,57103895,17000000
986,K-19: The Widowmaker,8665,6.3,364,10.189,2002,Kathryn Bigelow,female,35168966,100000000
987,The Beguiled,399019,5.7,857,10.188,2017,Sofia Coppola,female,27397655,10500000
988,The Ten Commandments,6844,7.6,472,10.185,1956,Cecil B. DeMille,male,122700000,13000000
989,Sahara,7364,5.7,577,10.185,2005,Breck Eisner,male,119269486,130000000
990,Mudbound,414425,7.7,398,10.185,2017,Dee Rees,female,0,10000000
991,The Concubine,122126,5.9,28,10.184,2012,Kim Dae-seung,female,0,0
992,Rip Tide,457262,6.1,141,10.184,2017,Rhiannon Bannenberg,female,0,3400000
993,Stalker,1398,8.1,525,10.183,1979,Andrei Tarkovsky,male,0,0
994,In the Fade,423646,7.1,218,10.183,2017,Fatih Akin,male,321011,0
995,The Gods Must Be Crazy II,11937,6.4,125,10.18,1989,Jamie Uys,,0,0
996,Tears of the Sun,9567,6.5,761,10.179,2003,Antoine Fuqua,male,85632458,70000000
997,Stardust,2270,7.2,1725,10.176,2007,Matthew Vaughn,male,135560026,70000000
998,Forgive Us Our Debts,519253,6.1,79,10.174,2018,Antonio Morabito,male,0,2000000
999,Resident Evil: Damnation,133121,6.4,259,10.172,2012,Makoto Kamiya,male,0,0
